run_id,timestamp,asset,signal,source,side,entry_price,exit_price,expected_fill,shadow_fill,pnl,pnl_bps,duration,regime
,2026-04-22T06:13:26.098838,BTC,Mean Reversion,paper,short,77964.22,77962.37,77964.22,77964.22,0.24,0.2,170,ranging
,2026-04-22T06:13:26.099613,BTC,Mean Reversion,shadow,short,77978.64,77995.41,77972.01,77978.64,-12.15,-102.2,644,ranging
,2026-04-22T06:13:34.169563,BTC,Mean Reversion,paper,short,77979.05,77984.32,77979.05,77979.05,-0.68,-0.7,287,high_vol
,2026-04-22T06:13:34.170392,BTC,Mean Reversion,shadow,short,77975.45,77993.88,77970.49,77975.45,-12.36,-102.4,485,high_vol
,2026-04-22T06:13:36.188842,BTC,Mean Reversion,paper,short,77983.42,77967.0,77983.42,77983.42,2.11,2.1,2953,high_vol
,2026-04-22T06:13:36.189659,BTC,Mean Reversion,shadow,short,77985.24,77993.09,77969.7,77985.24,-11.01,-101.0,3226,high_vol
,2026-04-22T06:13:44.266574,BTC,Mean Reversion,paper,long,77978.83,77989.6,77978.83,77978.83,1.38,1.4,2647,low_vol
,2026-04-22T06:13:44.267347,BTC,Mean Reversion,shadow,long,78041.29,77955.98,77979.38,78041.29,-20.93,-110.9,2574,low_vol
,2026-04-22T06:13:56.382989,BTC,Mean Reversion,paper,long,78016.33,78009.58,78016.33,78016.33,-0.86,-0.9,3361,high_vol
,2026-04-22T06:13:56.383649,BTC,Mean Reversion,shadow,long,78073.42,77989.58,78012.99,78073.42,-20.74,-110.7,3215,high_vol
,2026-04-22T06:13:58.398768,BTC,Mean Reversion,paper,short,78026.74,78027.01,78026.74,78026.74,-0.04,-0.0,165,ranging
,2026-04-22T06:13:58.399450,BTC,Mean Reversion,shadow,short,78028.49,78042.41,78019.01,78028.49,-11.78,-101.8,589,ranging
,2026-04-22T06:14:22.595530,ETH,Mean Reversion,paper,short,2393.37,2393.24,2393.37,2393.37,0.52,0.5,489,trending
,2026-04-22T06:14:22.596372,ETH,Mean Reversion,shadow,short,2393.76,2394.23,2393.51,2393.76,-11.94,-101.9,982,trending
,2026-04-22T06:14:28.650161,ETH,Mean Reversion,paper,long,2393.34,2393.23,2393.34,2393.34,-0.43,-0.4,3416,ranging
,2026-04-22T06:14:28.650769,ETH,Mean Reversion,shadow,long,2395.31,2392.86,2393.57,2395.31,-20.25,-110.2,2525,ranging
,2026-04-22T06:14:46.779768,BTC,Mean Reversion,paper,long,77997.09,78018.36,77997.09,77997.09,2.73,2.7,1157,ranging
,2026-04-22T06:14:46.780271,BTC,Mean Reversion,shadow,long,78058.87,77985.58,78008.99,78058.87,-19.39,-109.4,3408,ranging
,2026-04-22T06:15:17.018969,BTC,Mean Reversion,paper,short,77985.85,77983.44,77985.85,77985.85,0.31,0.3,2019,low_vol
,2026-04-22T06:15:17.020072,BTC,Mean Reversion,shadow,short,77981.98,77997.53,77974.14,77981.98,-11.99,-102.0,2561,low_vol
,2026-04-22T06:15:51.642757,ETH,Mean Reversion,paper,short,2394.09,2394.03,2394.09,2394.09,0.27,0.3,1581,ranging
,2026-04-22T06:15:51.643659,ETH,Mean Reversion,shadow,short,2394.12,2394.4,2393.68,2394.12,-11.19,-101.2,2533,ranging
,2026-04-22T06:15:57.683317,ETH,Mean Reversion,paper,short,2393.8,2393.55,2393.8,2393.8,1.03,1.0,1593,ranging
,2026-04-22T06:15:57.683947,ETH,Mean Reversion,shadow,short,2393.88,2394.61,2393.89,2393.88,-13.07,-103.1,732,ranging
,2026-04-22T06:16:09.764547,ETH,Mean Reversion,paper,long,2394.15,2393.83,2394.15,2394.15,-1.34,-1.3,3353,trending
,2026-04-22T06:16:09.765356,ETH,Mean Reversion,shadow,long,2395.78,2393.33,2394.05,2395.78,-20.25,-110.2,2095,trending
,2026-04-22T06:16:21.844214,ETH,Mean Reversion,paper,short,2394.63,2393.86,2394.63,2394.63,3.24,3.2,671,high_vol
,2026-04-22T06:16:21.844861,ETH,Mean Reversion,shadow,short,2394.42,2395.01,2394.29,2394.42,-12.47,-102.5,413,high_vol
,2026-04-22T06:16:54.082190,BTC,Mean Reversion,paper,short,77995.78,78016.92,77995.78,77995.78,-2.71,-2.7,3209,trending
,2026-04-22T06:16:54.083008,BTC,Mean Reversion,shadow,short,78013.43,78030.87,78007.46,78013.43,-12.24,-102.2,1419,trending
,2026-04-22T06:16:56.098450,ETH,Mean Reversion,paper,long,2393.88,2393.04,2393.88,2393.88,-3.52,-3.5,3480,ranging
,2026-04-22T06:16:56.099232,ETH,Mean Reversion,shadow,long,2394.77,2392.8,2393.51,2394.77,-18.25,-108.2,720,ranging
,2026-04-22T06:17:10.196614,BTC,Mean Reversion,paper,short,77961.67,77982.99,77961.67,77961.67,-2.73,-2.7,3023,low_vol
,2026-04-22T06:17:10.197417,BTC,Mean Reversion,shadow,short,77968.93,77994.99,77971.6,77968.93,-13.34,-103.3,2218,low_vol
,2026-04-22T06:17:12.214451,ETH,Mean Reversion,paper,long,2392.19,2391.85,2392.19,2392.19,-1.43,-1.4,3220,trending
,2026-04-22T06:17:12.215049,ETH,Mean Reversion,shadow,long,2393.46,2391.48,2392.19,2393.46,-18.26,-108.3,2270,trending
,2026-04-22T06:17:26.304579,ETH,Mean Reversion,paper,long,2392.33,2392.32,2392.33,2392.33,-0.05,-0.0,1790,high_vol
,2026-04-22T06:17:26.305408,ETH,Mean Reversion,shadow,long,2393.74,2391.19,2391.9,2393.74,-20.68,-110.7,1225,high_vol
,2026-04-22T06:17:38.387881,ETH,Mean Reversion,paper,long,2392.74,2393.05,2392.74,2392.74,1.3,1.3,1369,low_vol
,2026-04-22T06:17:38.388704,ETH,Mean Reversion,shadow,long,2394.48,2391.98,2392.69,2394.48,-20.46,-110.5,3334,low_vol
,2026-04-22T06:18:00.541082,BTC,Mean Reversion,paper,long,77999.02,77985.08,77999.02,77999.02,-1.79,-1.8,2727,trending
,2026-04-22T06:18:00.541807,BTC,Mean Reversion,shadow,long,78044.43,77969.87,77993.27,78044.43,-19.55,-109.6,1865,trending
,2026-04-22T06:18:04.570551,ETH,Mean Reversion,paper,short,2392.45,2392.47,2392.45,2392.45,-0.09,-0.1,3298,low_vol
,2026-04-22T06:18:04.571377,ETH,Mean Reversion,shadow,short,2392.26,2393.11,2392.39,2392.26,-13.57,-103.6,268,low_vol
,2026-04-22T06:18:18.667948,ETH,Mean Reversion,paper,long,2391.69,2391.76,2391.69,2391.69,0.27,0.3,914,trending
,2026-04-22T06:18:18.668469,ETH,Mean Reversion,shadow,long,2393.95,2391.36,2392.08,2393.95,-20.83,-110.8,176,trending
,2026-04-22T06:19:07.012422,BTC,Mean Reversion,paper,short,77999.48,77995.92,77999.48,77999.48,0.46,0.5,2462,high_vol
,2026-04-22T06:19:07.014037,BTC,Mean Reversion,shadow,short,77993.55,78019.4,77996.01,77993.55,-13.31,-103.3,1854,high_vol
,2026-04-22T06:19:09.030312,BTC,Mean Reversion,paper,short,77997.75,77988.04,77997.75,77997.75,1.25,1.2,3228,low_vol
,2026-04-22T06:19:09.031127,BTC,Mean Reversion,shadow,short,78010.91,78019.4,77996.01,78010.91,-11.09,-101.1,3082,low_vol
,2026-04-22T06:19:25.150874,BTC,Mean Reversion,paper,short,77988.15,78003.34,77988.15,77988.15,-1.95,-1.9,1450,ranging
,2026-04-22T06:19:25.151566,BTC,Mean Reversion,shadow,short,77993.31,78015.6,77992.21,77993.31,-12.86,-102.9,3600,ranging
,2026-04-22T06:19:59.394390,ETH,Mean Reversion,paper,short,2393.1,2392.98,2393.1,2393.1,0.51,0.5,2381,trending
,2026-04-22T06:19:59.395231,ETH,Mean Reversion,shadow,short,2392.68,2393.36,2392.64,2392.68,-12.84,-102.8,1099,trending
,2026-04-22T06:20:09.466528,BTC,Mean Reversion,paper,long,78041.18,78020.74,78041.18,78041.18,-2.62,-2.6,1121,trending
,2026-04-22T06:20:09.467051,BTC,Mean Reversion,shadow,long,78076.25,78004.6,78028.01,78076.25,-19.18,-109.2,2237,trending
,2026-04-22T06:20:29.614090,ETH,Mean Reversion,paper,short,2393.12,2393.13,2393.12,2393.12,-0.06,-0.1,2616,high_vol
,2026-04-22T06:20:29.618006,ETH,Mean Reversion,shadow,short,2393.11,2393.83,2392.99,2393.11,-13.0,-103.0,3237,high_vol
,2026-04-22T06:20:33.645599,ETH,Mean Reversion,paper,long,2393.38,2393.5,2393.38,2393.38,0.49,0.5,784,trending
,2026-04-22T06:20:33.646430,ETH,Mean Reversion,shadow,long,2395.35,2392.9,2393.61,2395.35,-20.25,-110.2,3447,trending
,2026-04-22T06:20:45.739426,ETH,Mean Reversion,paper,long,2393.56,2392.99,2393.56,2393.56,-2.34,-2.3,2655,ranging
,2026-04-22T06:20:45.740192,ETH,Mean Reversion,shadow,long,2394.72,2392.7,2393.41,2394.72,-18.44,-108.4,3437,ranging
,2026-04-22T06:20:59.831829,ETH,Mean Reversion,paper,long,2393.74,2393.72,2393.74,2393.74,-0.11,-0.1,2765,high_vol
,2026-04-22T06:20:59.832561,ETH,Mean Reversion,shadow,long,2395.39,2392.96,2393.68,2395.39,-20.16,-110.2,3505,high_vol
,2026-04-22T06:21:03.864146,ETH,Mean Reversion,paper,long,2393.92,2394.08,2393.92,2393.92,0.71,0.7,124,ranging
,2026-04-22T06:21:03.864963,ETH,Mean Reversion,shadow,long,2395.16,2392.96,2393.68,2395.16,-19.2,-109.2,2124,ranging
,2026-04-22T06:21:07.896949,ETH,Mean Reversion,paper,short,2394.0,2393.56,2394.0,2394.0,1.86,1.9,1585,low_vol
,2026-04-22T06:21:07.897773,ETH,Mean Reversion,shadow,short,2393.58,2394.3,2393.58,2393.58,-12.98,-103.0,1676,low_vol
,2026-04-22T06:21:42.126329,ETH,Mean Reversion,paper,short,2393.59,2393.06,2393.59,2393.59,2.18,2.2,862,high_vol
,2026-04-22T06:21:42.127038,ETH,Mean Reversion,shadow,short,2393.41,2393.92,2393.2,2393.41,-12.16,-102.2,513,high_vol
,2026-04-22T06:22:00.251317,BTC,Mean Reversion,paper,short,78041.62,78058.64,78041.62,78041.62,-2.18,-2.2,3073,high_vol
,2026-04-22T06:22:00.251976,BTC,Mean Reversion,shadow,short,78051.43,78068.96,78045.54,78051.43,-12.25,-102.2,2612,high_vol
,2026-04-22T06:22:02.261259,BTC,Mean Reversion,paper,long,78054.59,78034.19,78054.59,78054.59,-2.61,-2.6,2360,low_vol
,2026-04-22T06:22:02.261979,BTC,Mean Reversion,shadow,long,78087.74,78023.45,78046.86,78087.74,-18.23,-108.2,868,low_vol
,2026-04-22T06:22:20.389991,BTC,Mean Reversion,paper,long,78039.86,78036.77,78039.86,78039.86,-0.4,-0.4,2205,trending
,2026-04-22T06:22:20.390684,BTC,Mean Reversion,shadow,long,78093.34,78025.51,78048.92,78093.34,-18.69,-108.7,3532,trending
,2026-04-22T06:23:06.689122,ETH,Mean Reversion,paper,short,2392.93,2392.25,2392.93,2392.93,2.86,2.9,1410,trending
,2026-04-22T06:23:06.689932,ETH,Mean Reversion,shadow,short,2392.56,2393.23,2392.52,2392.56,-12.82,-102.8,1507,trending
,2026-04-22T06:23:20.776753,ETH,Mean Reversion,paper,long,2392.06,2391.93,2392.06,2392.06,-0.55,-0.6,2975,ranging
,2026-04-22T06:23:20.777415,ETH,Mean Reversion,shadow,long,2393.72,2391.32,2392.03,2393.72,-20.03,-110.0,609,ranging
,2026-04-22T06:23:28.831042,BTC,Mean Reversion,paper,long,77993.78,78010.24,77993.78,77993.78,2.11,2.1,842,ranging
,2026-04-22T06:23:28.831776,BTC,Mean Reversion,shadow,long,78056.0,77985.16,78008.56,78056.0,-19.08,-109.1,2341,ranging
,2026-04-22T06:23:40.912506,BTC,Mean Reversion,paper,long,77996.96,77996.83,77996.96,77996.96,-0.02,-0.0,2698,ranging
,2026-04-22T06:23:40.913353,BTC,Mean Reversion,shadow,long,78044.68,77970.38,77993.77,78044.68,-19.52,-109.5,1009,ranging
,2026-04-22T06:23:42.928352,BTC,Mean Reversion,paper,short,78002.07,77985.54,78002.07,78002.07,2.12,2.1,1974,ranging
,2026-04-22T06:23:42.929176,BTC,Mean Reversion,shadow,short,78005.9,78017.17,77993.77,78005.9,-11.45,-101.4,248,ranging
,2026-04-22T06:24:17.161698,BTC,Mean Reversion,paper,long,77964.85,77945.96,77964.85,77964.85,-2.42,-2.4,2126,high_vol
,2026-04-22T06:24:17.162502,BTC,Mean Reversion,shadow,long,78012.89,77927.99,77951.38,78012.89,-20.88,-110.9,405,high_vol
,2026-04-22T06:25:15.535940,ETH,Mean Reversion,paper,short,2390.53,2390.16,2390.53,2390.53,1.54,1.5,3055,high_vol
,2026-04-22T06:25:15.536475,ETH,Mean Reversion,shadow,short,2390.89,2391.32,2390.61,2390.89,-11.79,-101.8,3327,high_vol
,2026-04-22T06:25:23.581287,BTC,Mean Reversion,paper,long,77992.47,77996.85,77992.47,77992.47,0.56,0.6,1160,low_vol
,2026-04-22T06:25:23.581682,BTC,Mean Reversion,shadow,long,78023.91,77960.99,77984.39,78023.91,-18.06,-108.1,2521,low_vol
,2026-04-22T06:25:51.783480,ETH,Mean Reversion,paper,short,2390.45,2391.01,2390.45,2390.45,-2.35,-2.4,1607,ranging
,2026-04-22T06:25:51.784298,ETH,Mean Reversion,shadow,short,2391.03,2391.45,2390.73,2391.03,-11.76,-101.8,1076,ranging
,2026-04-22T06:25:55.814085,ETH,Mean Reversion,paper,long,2390.98,2391.13,2390.98,2390.98,0.62,0.6,3174,ranging
,2026-04-22T06:25:55.814842,ETH,Mean Reversion,shadow,long,2392.11,2389.98,2390.69,2392.11,-18.91,-108.9,1710,ranging
,2026-04-22T06:26:15.959833,ETH,Mean Reversion,paper,short,2390.5,2390.35,2390.5,2390.5,0.63,0.6,65,high_vol
,2026-04-22T06:26:15.960691,ETH,Mean Reversion,shadow,short,2390.57,2391.24,2390.53,2390.57,-12.83,-102.8,209,high_vol
,2026-04-22T06:26:34.084068,ETH,Mean Reversion,paper,long,2390.21,2390.21,2390.21,2390.21,-0.03,-0.0,808,trending
,2026-04-22T06:26:34.084615,ETH,Mean Reversion,shadow,long,2392.15,2389.58,2390.3,2392.15,-20.73,-110.7,2700,trending
,2026-04-22T06:26:38.110490,ETH,Mean Reversion,paper,long,2390.6,2390.54,2390.6,2390.6,-0.24,-0.2,2931,ranging
,2026-04-22T06:26:38.111308,ETH,Mean Reversion,shadow,long,2391.64,2389.59,2390.31,2391.64,-18.6,-108.6,2372,ranging
,2026-04-22T06:26:40.127143,BTC,Mean Reversion,paper,short,77967.66,77948.27,77967.66,77967.66,2.49,2.5,82,low_vol
,2026-04-22T06:26:40.127815,BTC,Mean Reversion,shadow,short,77968.34,77980.39,77957.01,77968.34,-11.55,-101.5,311,low_vol
,2026-04-22T06:27:00.270775,ETH,Mean Reversion,paper,long,2390.99,2390.66,2390.99,2390.99,-1.39,-1.4,1487,trending
,2026-04-22T06:27:00.271506,ETH,Mean Reversion,shadow,long,2392.39,2389.91,2390.62,2392.39,-20.38,-110.4,3427,trending
,2026-04-22T06:27:20.393336,BTC,Mean Reversion,paper,long,77984.43,77986.02,77984.43,77984.43,0.2,0.2,3358,low_vol
,2026-04-22T06:27:20.393890,BTC,Mean Reversion,shadow,long,78049.65,77973.92,77997.32,78049.65,-19.7,-109.7,2094,low_vol
,2026-04-22T06:27:32.479160,BTC,Mean Reversion,paper,long,77986.48,78005.3,77986.48,77986.48,2.41,2.4,161,trending
,2026-04-22T06:27:32.479954,BTC,Mean Reversion,shadow,long,78061.71,77977.7,78001.11,78061.71,-20.76,-110.8,1587,trending
,2026-04-22T06:27:52.636434,BTC,Mean Reversion,paper,short,77983.3,77976.58,77983.3,77983.3,0.86,0.9,873,trending
,2026-04-22T06:27:52.637233,BTC,Mean Reversion,shadow,short,77981.3,78006.69,77983.29,77981.3,-13.26,-103.3,605,trending
,2026-04-22T06:27:56.663804,BTC,Mean Reversion,paper,long,77971.84,77987.6,77971.84,77971.84,2.02,2.0,2289,low_vol
,2026-04-22T06:27:56.664606,BTC,Mean Reversion,shadow,long,78028.25,77959.9,77983.29,78028.25,-18.76,-108.8,3480,low_vol
,2026-04-22T06:28:16.814140,ETH,Mean Reversion,paper,long,2391.83,2391.99,2391.83,2391.83,0.69,0.7,3025,trending
,2026-04-22T06:28:16.814822,ETH,Mean Reversion,shadow,long,2393.09,2390.89,2391.61,2393.09,-19.19,-109.2,1735,trending
,2026-04-22T06:28:36.964482,ETH,Mean Reversion,paper,long,2391.39,2391.45,2391.39,2391.39,0.27,0.3,642,high_vol
,2026-04-22T06:28:36.965314,ETH,Mean Reversion,shadow,long,2393.14,2390.69,2391.4,2393.14,-20.24,-110.2,1821,high_vol
,2026-04-22T06:28:45.031834,ETH,Mean Reversion,paper,short,2391.81,2391.05,2391.81,2391.81,3.18,3.2,390,trending
,2026-04-22T06:28:45.032601,ETH,Mean Reversion,shadow,short,2391.18,2392.12,2391.4,2391.18,-13.95,-103.9,3585,trending
,2026-04-22T06:28:47.048799,BTC,Mean Reversion,paper,short,77974.59,77999.43,77974.59,77974.59,-3.19,-3.2,1597,low_vol
,2026-04-22T06:28:47.049609,BTC,Mean Reversion,shadow,short,77980.72,78009.66,77986.26,77980.72,-13.71,-103.7,381,low_vol
,2026-04-22T06:28:59.147758,BTC,Mean Reversion,paper,long,77933.71,77953.18,77933.71,77933.71,2.5,2.5,3514,ranging
,2026-04-22T06:28:59.148258,BTC,Mean Reversion,shadow,long,78010.0,77924.28,77947.67,78010.0,-20.99,-111.0,2145,ranging
,2026-04-22T06:29:21.302528,BTC,Mean Reversion,paper,long,77946.09,77954.17,77946.09,77946.09,1.04,1.0,626,trending
,2026-04-22T06:29:21.303243,BTC,Mean Reversion,shadow,long,77985.16,77916.65,77940.04,77985.16,-18.78,-108.8,378,trending
,2026-04-22T06:29:51.513450,BTC,Mean Reversion,paper,short,77960.58,77968.26,77960.58,77960.58,-0.98,-1.0,1692,ranging
,2026-04-22T06:29:51.514235,BTC,Mean Reversion,shadow,short,77960.3,77986.95,77963.57,77960.3,-13.42,-103.4,1162,ranging
,2026-04-22T06:30:07.634311,BTC,Mean Reversion,paper,short,77993.67,78014.83,77993.67,77993.67,-2.71,-2.7,254,high_vol
,2026-04-22T06:30:07.635154,BTC,Mean Reversion,shadow,short,78018.65,78031.48,78008.08,78018.65,-11.64,-101.6,3436,high_vol
,2026-04-22T06:31:04.009697,ETH,Mean Reversion,paper,long,2393.13,2392.73,2393.13,2393.13,-1.71,-1.7,444,trending
,2026-04-22T06:31:04.010359,ETH,Mean Reversion,shadow,long,2394.66,2392.48,2393.19,2394.66,-19.14,-109.1,3241,trending
,2026-04-22T06:31:46.245776,ETH,Mean Reversion,paper,long,2392.6,2392.16,2392.6,2392.6,-1.86,-1.9,3251,ranging
,2026-04-22T06:31:46.246277,ETH,Mean Reversion,shadow,long,2393.77,2391.63,2392.35,2393.77,-18.95,-108.9,3073,ranging
,2026-04-22T06:31:58.311890,ETH,Mean Reversion,paper,short,2392.13,2392.04,2392.13,2392.13,0.35,0.4,2227,ranging
,2026-04-22T06:31:58.312716,ETH,Mean Reversion,shadow,short,2392.46,2392.87,2392.15,2392.46,-11.73,-101.7,1856,ranging
,2026-04-22T06:32:08.372103,BTC,Mean Reversion,paper,short,77953.56,77980.73,77953.56,77953.56,-3.48,-3.5,3049,low_vol
,2026-04-22T06:32:08.373022,BTC,Mean Reversion,shadow,short,77971.81,77988.62,77965.24,77971.81,-12.16,-102.2,2387,low_vol
,2026-04-22T06:32:34.446642,ETH,Mean Reversion,paper,long,2391.99,2392.57,2391.99,2391.99,2.42,2.4,1954,high_vol
,2026-04-22T06:32:34.447240,ETH,Mean Reversion,shadow,long,2393.5,2391.58,2392.3,2393.5,-18.03,-108.0,1765,high_vol
,2026-04-22T06:32:58.588970,BTC,Mean Reversion,paper,long,77978.36,77982.03,77978.36,77978.36,0.47,0.5,630,trending
,2026-04-22T06:32:58.589872,BTC,Mean Reversion,shadow,long,78044.01,77968.59,77991.99,78044.01,-19.66,-109.7,154,trending
,2026-04-22T06:33:04.633075,ETH,Mean Reversion,paper,long,2393.49,2393.93,2393.49,2393.49,1.88,1.9,1415,ranging
,2026-04-22T06:33:04.633744,ETH,Mean Reversion,shadow,long,2395.65,2393.18,2393.89,2395.65,-20.33,-110.3,2231,ranging
,2026-04-22T06:33:20.756469,ETH,Mean Reversion,paper,long,2394.36,2393.97,2394.36,2394.36,-1.64,-1.6,796,low_vol
,2026-04-22T06:33:20.757305,ETH,Mean Reversion,shadow,long,2395.76,2393.45,2394.16,2395.76,-19.66,-109.7,1414,low_vol
,2026-04-22T06:33:32.848683,ETH,Mean Reversion,paper,long,2394.38,2394.55,2394.38,2394.38,0.73,0.7,1247,ranging
,2026-04-22T06:33:32.849522,ETH,Mean Reversion,shadow,long,2395.41,2393.44,2394.15,2395.41,-18.22,-108.2,1306,ranging
,2026-04-22T06:34:11.151714,ETH,Mean Reversion,paper,short,2392.17,2392.62,2392.17,2392.17,-1.91,-1.9,866,ranging
,2026-04-22T06:34:11.153463,ETH,Mean Reversion,shadow,short,2392.64,2392.97,2392.25,2392.64,-11.36,-101.4,759,ranging
,2026-04-22T06:34:21.225822,ETH,Mean Reversion,paper,long,2391.98,2392.14,2391.98,2391.98,0.66,0.7,3275,ranging
,2026-04-22T06:34:21.226440,ETH,Mean Reversion,shadow,long,2393.84,2391.36,2392.07,2393.84,-20.36,-110.4,559,ranging
,2026-04-22T06:34:35.325631,ETH,Mean Reversion,paper,short,2392.14,2392.29,2392.14,2392.14,-0.64,-0.6,1207,high_vol
,2026-04-22T06:34:35.327112,ETH,Mean Reversion,shadow,short,2392.56,2393.23,2392.51,2392.56,-12.78,-102.8,93,high_vol
,2026-04-22T06:35:15.626615,BTC,Mean Reversion,paper,short,77924.87,77934.26,77924.87,77924.87,-1.2,-1.2,1968,ranging
,2026-04-22T06:35:15.628231,BTC,Mean Reversion,shadow,short,77932.55,77957.1,77933.72,77932.55,-13.15,-103.2,1757,ranging
,2026-04-22T06:35:29.736182,BTC,Mean Reversion,paper,short,77929.22,77926.53,77929.22,77929.22,0.35,0.3,2251,ranging
,2026-04-22T06:35:29.736850,BTC,Mean Reversion,shadow,short,77938.36,77951.48,77928.11,77938.36,-11.68,-101.7,2704,ranging
,2026-04-22T06:35:39.814630,ETH,Mean Reversion,paper,long,2391.24,2390.57,2391.24,2391.24,-2.79,-2.8,419,low_vol
,2026-04-22T06:35:39.815472,ETH,Mean Reversion,shadow,long,2392.56,2390.19,2390.9,2392.56,-19.91,-109.9,256,low_vol
,2026-04-22T06:35:45.861621,ETH,Mean Reversion,paper,long,2391.24,2390.47,2391.24,2391.24,-3.2,-3.2,362,low_vol
,2026-04-22T06:35:45.862398,ETH,Mean Reversion,shadow,long,2392.62,2390.2,2390.91,2392.62,-20.11,-110.1,3389,low_vol
,2026-04-22T06:35:47.879810,BTC,Mean Reversion,paper,long,77942.56,77951.91,77942.56,77942.56,1.2,1.2,1970,ranging
,2026-04-22T06:35:47.880666,BTC,Mean Reversion,shadow,long,77984.15,77915.36,77938.74,77984.15,-18.82,-108.8,3009,ranging
,2026-04-22T06:36:03.988085,ETH,Mean Reversion,paper,long,2391.7,2392.34,2391.7,2391.7,2.65,2.7,3470,high_vol
,2026-04-22T06:36:03.988800,ETH,Mean Reversion,shadow,long,2393.96,2391.36,2392.07,2393.96,-20.89,-110.9,2520,high_vol
,2026-04-22T06:36:06.004802,BTC,Mean Reversion,paper,long,77968.88,77971.33,77968.88,77968.88,0.31,0.3,1440,trending
,2026-04-22T06:36:06.005606,BTC,Mean Reversion,shadow,long,78006.92,77936.14,77959.52,78006.92,-19.07,-109.1,727,trending
,2026-04-22T06:36:12.049333,ETH,Mean Reversion,paper,short,2392.48,2392.76,2392.48,2392.48,-1.15,-1.1,1979,ranging
,2026-04-22T06:36:12.050124,ETH,Mean Reversion,shadow,short,2392.36,2393.1,2392.39,2392.36,-13.1,-103.1,2252,ranging
,2026-04-22T06:36:28.146321,ETH,Mean Reversion,paper,long,2391.78,2391.89,2391.78,2391.78,0.49,0.5,1800,low_vol
,2026-04-22T06:36:28.147970,ETH,Mean Reversion,shadow,long,2393.98,2391.37,2392.09,2393.98,-20.93,-110.9,1263,low_vol
,2026-04-22T06:36:38.232331,BTC,Mean Reversion,paper,long,77963.91,77949.02,77963.91,77963.91,-1.91,-1.9,1094,ranging
,2026-04-22T06:36:38.233118,BTC,Mean Reversion,shadow,long,78001.28,77930.2,77953.58,78001.28,-19.11,-109.1,169,ranging
,2026-04-22T06:36:42.259095,BTC,Mean Reversion,paper,short,77948.53,77972.19,77948.53,77948.53,-3.04,-3.0,1740,high_vol
,2026-04-22T06:36:42.259906,BTC,Mean Reversion,shadow,short,77966.7,77984.41,77961.02,77966.7,-12.27,-102.3,2616,high_vol
,2026-04-22T06:36:58.394897,BTC,Mean Reversion,paper,short,77952.93,77951.42,77952.93,77952.93,0.19,0.2,1127,trending
,2026-04-22T06:36:58.395378,BTC,Mean Reversion,shadow,short,77968.18,77976.98,77953.6,77968.18,-11.13,-101.1,2370,trending
,2026-04-22T06:37:00.405993,ETH,Mean Reversion,paper,short,2392.16,2391.81,2392.16,2392.16,1.47,1.5,364,ranging
,2026-04-22T06:37:00.406767,ETH,Mean Reversion,shadow,short,2392.19,2392.82,2392.1,2392.19,-12.61,-102.6,1688,ranging
,2026-04-22T06:37:14.504719,BTC,Mean Reversion,paper,short,77951.02,77957.65,77951.02,77951.02,-0.85,-0.9,2184,ranging
,2026-04-22T06:37:14.505440,BTC,Mean Reversion,shadow,short,77961.44,77974.43,77951.04,77961.44,-11.67,-101.7,3528,ranging
,2026-04-22T06:37:28.604043,BTC,Mean Reversion,paper,long,77965.83,77944.46,77965.83,77965.83,-2.74,-2.7,1543,low_vol
,2026-04-22T06:37:28.604834,BTC,Mean Reversion,shadow,long,78015.22,77930.84,77954.23,78015.22,-20.82,-110.8,3006,low_vol
,2026-04-22T06:37:36.671403,ETH,Mean Reversion,paper,short,2391.91,2391.85,2391.91,2391.91,0.25,0.3,717,trending
,2026-04-22T06:37:36.672073,ETH,Mean Reversion,shadow,short,2392.4,2392.99,2392.28,2392.4,-12.46,-102.5,2437,trending
,2026-04-22T06:37:48.762672,BTC,Mean Reversion,paper,long,77925.12,77916.36,77925.12,77925.12,-1.13,-1.1,2753,low_vol
,2026-04-22T06:37:48.763380,BTC,Mean Reversion,shadow,long,77990.75,77905.79,77929.17,77990.75,-20.89,-110.9,3471,low_vol
,2026-04-22T06:37:58.828876,BTC,Mean Reversion,paper,long,77941.23,77928.99,77941.23,77941.23,-1.57,-1.6,2915,trending
,2026-04-22T06:37:58.829694,BTC,Mean Reversion,shadow,long,77976.65,77909.54,77932.92,77976.65,-18.61,-108.6,2642,trending
,2026-04-22T06:38:12.943367,ETH,Mean Reversion,paper,long,2390.93,2391.09,2390.93,2390.93,0.69,0.7,1586,ranging
,2026-04-22T06:38:12.944212,ETH,Mean Reversion,shadow,long,2392.34,2390.16,2390.88,2392.34,-19.13,-109.1,823,ranging
,2026-04-22T06:38:14.960128,ETH,Mean Reversion,paper,long,2391.17,2390.76,2391.17,2391.17,-1.73,-1.7,1803,ranging
,2026-04-22T06:38:14.960763,ETH,Mean Reversion,shadow,long,2392.4,2390.23,2390.94,2392.4,-19.09,-109.1,3019,ranging
,2026-04-22T06:38:27.046630,ETH,Mean Reversion,paper,short,2390.37,2390.88,2390.37,2390.37,-2.15,-2.1,1811,ranging
,2026-04-22T06:38:27.047324,ETH,Mean Reversion,shadow,short,2390.62,2391.22,2390.51,2390.62,-12.51,-102.5,2524,ranging
